#{"t_start": 1634806411.9368672, "env_id": "A1GymEnv-v0"}
r,l,t
-0.054992,15,8.132345
-0.162023,14,9.457541
-0.007288,7,10.11657
-0.1432,17,11.730065
-0.119883,15,13.154758
-0.0966,10,14.107537
0.181608,34,17.349196
-0.111214,16,18.859955
-0.064067,18,20.580227
0.125531,21,22.571008
-0.136009,18,24.284342
-0.111439,23,26.460676
-0.052623,18,28.17563
-0.103307,18,29.868149
-0.063587,8,30.629729
-0.043724,14,31.963279
0.050989,17,33.578659
-0.036909,10,34.528989
-0.129916,22,36.607678
-0.306916,21,38.637377
-0.112241,9,39.501742
-0.102554,8,40.261151
-0.214857,20,42.158649
-0.113107,8,42.908072
-0.034729,10,43.887224
-0.105115,22,45.978718
-0.158146,12,47.115844
-0.019359,10,48.069202
-0.057137,7,48.731785
0.021906,11,49.788102
-0.239052,29,52.542061
-0.175781,22,54.632538
-0.198132,21,103.830849
-0.016589,20,105.781023
-0.090888,9,106.637347
-0.147561,35,110.023945
-0.160349,32,113.092921
-0.136104,13,212.125915
0.034448,51,216.880682
-0.071916,15,218.286128
-0.004847,18,219.966768
0.019807,29,222.675149
0.181405,31,225.560711
0.071275,36,228.96421
-0.057653,11,229.984459
-0.089363,10,230.920476
-0.030703,18,232.609496
-0.198487,21,234.589305
-0.120963,14,235.894326
0.187613,17,237.503555
0.094817,15,238.902448
-0.001008,25,241.238095
-0.025073,37,244.670131
-0.003251,20,246.519461
-0.063925,15,247.918127
0.130188,26,298.554784
0.092861,13,299.795089
-0.162905,17,301.418727
0.308085,43,305.515625
0.042036,21,307.525731
0.023568,29,310.303761
0.060936,75,317.467299
0.038741,24,418.214549
-0.140476,23,420.415527
0.145448,25,422.818222
0.0473,12,423.963895
-0.035863,16,425.487854
0.057865,44,429.685048
0.00963,13,430.92083
-0.028446,24,433.213003
-0.066866,15,434.644092
-0.096821,19,436.450448
-0.076409,20,438.353822
-0.215486,46,442.77278
-0.025722,18,490.475869
-0.186115,27,493.053747
0.091129,17,494.669742
0.125087,26,497.156654
0.065154,13,498.402888
0.002532,14,499.739687
-0.14547,13,500.981182
0.034878,29,503.760888
0.17145,26,506.242775
0.06555,25,508.624197
0.130292,17,510.244439
0.214511,25,512.634368
-0.104077,18,514.344736
