#{"t_start": 1634806410.7329624, "env_id": "A1GymEnv-v0"}
r,l,t
-0.046763,18,9.575495
-0.036573,15,10.987173
0.061364,21,12.981419
-0.012531,24,15.258113
-0.100216,34,18.503968
0.024877,17,20.110802
-0.160028,18,21.830002
-0.088272,40,25.625554
-0.267107,37,29.136794
-0.288084,24,31.406732
-0.029469,9,32.259995
-0.105236,12,33.406694
-0.049618,28,36.061563
0.008326,17,37.672232
-0.136599,18,39.404091
-0.173308,18,41.126116
-0.38381,29,43.873573
-0.144303,19,45.704498
0.131317,17,47.32146
-0.116386,16,48.84052
-0.147299,18,50.558414
-0.09229,14,51.891998
-0.022632,11,52.932375
-0.226929,26,55.399085
-0.362366,34,105.85856
-2.3e-05,10,106.83836
-0.04721,16,108.364521
-0.193022,16,109.902749
-0.254976,27,112.517629
-0.13021,22,114.628154
-0.053953,24,214.682159
0.026872,31,217.572288
-0.106293,9,218.408912
-0.121926,56,223.639087
-0.022468,29,226.342708
-0.041059,15,227.734646
-0.062456,16,229.240281
0.043114,12,230.393262
-0.157943,43,234.421331
-0.140685,24,236.674393
-0.140745,15,238.080559
-0.221456,21,240.055845
0.197177,19,241.829841
-0.112886,20,243.68673
0.037051,9,244.525965
0.00944,10,245.449801
-0.083838,14,246.747845
-0.045574,19,248.515259
-0.006841,20,298.562232
0.01601,10,299.516817
-0.013922,27,302.096638
0.203893,26,304.564272
-0.483024,40,308.392703
-0.044359,11,309.443953
-0.151677,11,310.503257
0.078446,23,312.697358
-0.113165,23,314.885863
-0.20927,37,318.427525
0.079184,27,419.463761
-0.010712,28,422.149003
-0.044945,28,424.835258
0.068588,30,427.695434
-0.055092,16,429.221717
-0.083195,22,431.314272
-0.044187,19,433.130088
-0.297749,38,436.749575
-0.027479,22,438.84235
0.036338,24,441.146271
-0.11039,29,443.926914
-0.135523,10,444.884405
0.126207,25,493.254084
0.05555,10,494.209693
0.267642,28,496.875664
-0.114686,24,499.175618
0.141451,14,500.51019
0.150894,24,502.799549
0.13307,23,505.011302
-0.017903,8,505.775166
-0.023809,17,507.397052
0.041057,14,508.726296
0.047188,16,510.255437
0.041191,11,511.305721
-0.097674,21,513.312258
0.036583,41,517.218149
0.058693,13,518.470483
0.128726,11,519.521438
0.191231,16,521.053025
0.381995,84,624.581499
0.252126,47,629.07477
0.406843,60,634.792078
0.19271,31,684.199512
-0.009691,16,685.691993
-0.050463,37,689.161981
0.23351,27,691.695971
0.076407,13,692.906129
-0.044143,22,694.965719
0.075995,57,700.298094
-0.145793,27,702.828846
0.014966,13,704.040711
0.110429,15,705.45567
0.390518,31,708.389403
-0.034478,29,711.094596
0.022333,27,713.615831
0.162129,25,715.957752
0.170051,37,719.433295
0.063247,12,720.557036
0.011483,15,721.965146
-0.122927,23,724.125155
0.047052,10,781.429788
0.153891,16,782.963518
0.220428,32,786.029361
0.044399,13,833.329694
0.3528,38,836.913048
0.143144,15,838.3319
0.252954,33,841.487947
0.060901,16,842.991876
0.050311,16,844.510683
0.207216,22,846.586034
0.072719,31,849.65094
0.206328,17,851.306764
0.1026,12,852.444247
0.081884,14,853.769765
-0.037978,11,854.802698
-0.074046,14,856.131773
0.258124,22,858.222086
-0.069027,14,859.543201
-0.049062,24,861.791322
0.024067,7,862.449358
0.101886,29,865.22654
0.118302,16,866.79619
0.224704,16,868.308148
0.049876,16,869.813817
-0.009302,28,872.431889
0.061692,19,874.230526
0.02799,19,876.028281
0.058184,47,880.526239
0.04368,22,934.574368
0.116762,29,937.383998
0.073598,9,938.290326
0.125983,10,940.033211
0.014116,39,943.850342
0.141151,14,945.200766
0.219971,20,947.17995
0.235078,30,950.126999
0.056702,16,951.673167
0.391766,28,954.390043
0.260363,20,956.313487
0.245333,24,958.647385
-0.1207,32,961.766392
0.106502,9,962.640012
0.156636,16,964.190945
0.261978,42,968.261117
0.334977,48,972.920319
0.104277,12,974.079697
-0.117236,60,979.820354
0.070878,10,980.762613
0.065779,10,981.720608
0.178445,17,983.377693
0.112609,26,1034.799129
0.079947,10,1035.765129
0.135599,26,1038.290011
0.017835,19,1040.129574
0.220666,16,1041.668752
0.506288,34,1044.97345
0.02549,10,1045.942206
0.179851,16,1047.491656
0.260673,32,1051.306677
0.103985,14,1052.697629
0.231112,26,1055.200092
0.022935,13,1056.459458
0.090008,28,1059.174128
0.203107,21,1061.194826
0.21996,28,1063.961282
0.212973,24,1066.303545
0.207485,21,1068.350231
0.104433,9,1069.225692
0.066924,13,1070.496761
0.055441,12,1071.656155
0.093891,15,1073.110718
0.178259,47,1077.692403
0.170004,32,1080.846239
0.141018,16,1082.411733
0.141299,10,1132.412907
0.49216,44,1136.696476
0.208555,22,1138.935597
0.612892,45,1143.395459
0.239411,19,1145.324478
0.067109,11,1146.381311
0.096636,22,1148.486682
0.170111,21,1150.559259
0.176042,17,1152.26411
0.157492,19,1154.146297
0.199038,20,1156.087984
0.272463,26,1158.600767
0.074049,18,1160.993846
0.173289,18,1162.750523
0.347916,25,1165.243713
0.053527,8,1166.023225
0.070209,39,1169.846457
0.116001,12,1171.035699
0.286518,20,1172.970263
0.125024,15,1174.399558
0.10273,14,1175.743297
0.129258,13,1176.992555
0.072377,12,1178.141157
0.184682,31,1181.114953
0.04034,9,1181.973347
0.107621,17,1236.319966
0.225669,20,1238.291899
0.115631,19,1240.207406
0.391032,42,1244.292987
0.287144,25,1246.722443
0.302312,58,1252.372702
0.189073,17,1254.042367
-0.011631,28,1256.72392
0.186266,19,1258.54569
0.056485,14,1259.89619
0.129234,21,1261.925383
0.108056,11,1262.986361
0.146724,38,1266.774116
0.089434,18,1268.566711
0.484919,33,1271.886326
0.1931,29,1275.614403
0.308834,26,1278.158065
0.138637,14,1279.523
-0.036325,48,1284.34955
0.621745,52,1338.728958
0.231527,49,1343.501379
0.144249,12,1344.66255
0.566749,61,1350.625787
0.170218,20,1352.598344
0.189803,24,1354.925159
0.242739,25,1357.363562
0.233833,21,1359.419698
0.218366,28,1362.157813
0.102508,11,1363.23999
0.354237,25,1365.68581
0.236524,25,1368.102491
0.329669,22,1370.245203
0.439351,53,1375.401974
0.198491,35,1378.791924
0.290443,21,1380.825827
0.168707,24,1383.147569
