#{"t_start": 1636082594.2477064, "env_id": "A1GymEnv-v0"}
r,l,t
-0.121761,18,12.016018
-0.112085,57,25.667794
0.019144,18,29.771374
-0.150381,63,44.165177
-0.073747,13,47.220008
0.026746,58,60.391284
0.062288,38,70.464156
-0.247518,24,76.093432
0.068536,22,81.582121
-0.172479,33,90.279274
-0.170119,16,95.35322
-0.01275,50,107.467834
-0.046834,35,116.253592
0.018175,20,122.100544
0.172764,38,132.500085
-0.230694,44,156.468459
0.062373,28,163.79168
-0.325172,34,172.053975
0.203637,31,255.274994
-0.027983,31,262.406382
0.190182,26,268.667698
-0.059674,15,272.364999
0.190075,30,280.702888
-0.011184,25,286.796631
0.128795,35,295.823755
-0.0296,29,303.65074
-0.01981,32,312.010527
-0.120462,49,323.61075
0.076058,27,330.021907
-0.253326,33,338.780671
-0.14487,21,344.370071
-0.030123,13,347.517883
-0.187346,46,382.591805
-0.150023,22,388.358638
-0.302541,55,401.664809
-0.093818,40,411.17574
-0.025951,20,415.769458
-0.041282,12,418.569373
-0.114354,18,422.685532
0.127748,32,514.917287
0.090366,16,518.945852
0.084366,19,523.440624
-0.204812,57,537.383439
0.099539,42,549.325285
0.029366,32,556.864183
0.142455,33,564.721428
-0.770258,60,580.708967
0.005773,28,600.870283
-0.008225,11,603.400161
0.102862,21,608.486375
-0.085776,26,614.826273
0.025918,18,619.141726
0.11507,21,624.141259
-0.024957,11,626.703724
0.304452,33,634.901856
0.052085,11,638.430621
-0.086139,23,644.91968
0.476298,36,653.709393
0.194898,37,662.67999
-0.074439,15,666.525386
0.044646,16,670.672787
-0.364478,33,678.434407
-0.116435,32,759.707733
0.090104,20,764.560027
0.195546,28,771.450411
-0.021763,18,775.936942
0.10658,27,782.653981
0.105321,59,797.202975
0.141143,27,822.321133
-0.18298,27,829.076454
-0.016683,19,834.989529
0.04237,57,851.195034
0.408715,32,858.912663
0.133283,19,867.121057
-0.184771,23,874.382336
0.116001,23,879.817764
-0.067222,25,887.63637
-0.051953,41,899.550046
-0.112206,22,905.839769
-0.040037,34,914.397146
0.091689,15,918.247628
0.328615,35,928.57059
0.095132,17,936.526302
0.050423,21,944.493469
0.066501,14,948.394205
0.022739,16,954.986773
0.146706,31,962.88642
-0.042237,59,992.910613
0.213187,35,1002.449861
0.058694,22,1008.595098
0.010696,28,1016.024301
-0.24907,16,1020.099369
-0.146438,31,1028.909428
0.275418,40,1038.927543
0.635173,48,1051.856868
-0.21497,33,1061.392543
-0.161489,23,1068.149027
0.093387,38,1079.670408
0.290139,19,1086.714541
-0.107817,19,1092.212183
0.426691,29,1100.543743
0.198874,18,1105.700688
0.011785,17,1112.481646
0.170064,30,1121.405712
0.071933,15,1125.729015
0.030455,33,1149.692374
0.212518,18,1153.933246
0.150036,19,1159.374095
0.16155,21,1167.117476
0.037035,40,1178.125012
0.023381,23,1184.804256
0.163896,13,1191.457173
0.263607,20,1202.812303
0.115591,14,1208.93996
0.257124,21,1216.00534
0.271652,36,1225.366116
0.157745,20,1230.139297
0.154871,33,1249.519036
0.179609,27,1258.650646
0.073261,21,1269.259811
0.069004,22,1276.332672
0.154763,26,1284.315188
0.163435,19,1289.188229
0.070553,13,1293.036994
-0.165668,21,1298.434445
-0.020176,18,1302.406432
0.212987,28,1309.19052
0.034817,24,1318.634398
0.243747,24,1339.564308
0.100248,23,1344.89253
0.246847,21,1349.754971
0.239449,22,1354.976586
-0.154393,26,1360.893477
0.148801,19,1365.25948
0.150097,25,1371.020364
0.129543,13,1375.198315
-0.148222,27,1383.159495
0.327319,35,1392.690889
0.156255,17,1396.517476
-0.10867,25,1402.72874
0.173154,18,1406.856758
0.25929,27,1414.204129
-0.011724,79,1436.04729
0.08611,15,1439.589132
0.011278,23,1446.368459
-0.000864,30,1454.783548
0.099014,13,1461.159513
0.080298,22,1467.022392
0.174092,15,1486.109737
0.10369,20,1492.00132
0.147769,19,1496.458939
0.197521,24,1501.823715
-0.101815,14,1505.314928
0.081109,15,1508.625207
-0.131835,18,1512.569482
0.322301,35,1521.470389
0.118199,18,1526.401119
0.095748,14,1529.859886
0.026242,12,1532.917512
0.191077,19,1537.931926
0.170424,18,1542.781875
0.171194,15,1546.579612
-0.001781,17,1551.780086
0.162805,20,1558.010364
0.020046,14,1561.192587
0.096549,18,1565.33768
0.166016,16,1568.936827
0.038195,12,1571.769418
0.246193,28,1577.927348
0.148299,19,1582.165586
0.131098,20,1586.540805
0.042074,13,1589.353864
0.334245,25,1594.746252
0.225683,67,1621.425295
0.261756,37,1629.482244
-0.037264,47,1639.79589
0.215342,35,1647.482718
0.223879,25,1652.976542
0.145324,20,1657.331455
0.266789,20,1661.687972
0.041749,13,1664.555899
0.165095,23,1669.660196
0.11471,16,1673.152518
0.18689,16,1676.64027
0.22859,25,1682.318415
0.077374,12,1690.053238
0.118984,21,1703.36605
0.413903,22,1709.911337
0.157987,14,1714.427444
0.55952,42,1730.885337
0.064174,12,1739.783093
0.153505,14,1745.037857
0.110391,19,1750.042101
0.07886,30,1758.189103
0.086017,16,1762.005913
-0.041975,21,1767.288494
0.141056,18,1784.644584
0.156039,15,1788.403047
0.243017,29,1795.76296
0.165926,24,1801.094227
-0.009081,21,1808.178175
0.094762,18,1812.559626
0.010799,14,1815.707186
0.118954,21,1820.851723
-0.020734,13,1823.909381
0.248593,20,1828.567195
0.033539,17,1832.678731
-0.042134,19,1839.265173
0.249451,29,1847.554066
0.124175,13,1851.153213
0.169778,15,1854.865692
0.13437,18,1862.64784
0.124176,13,1865.911268
0.207904,16,1869.528806
0.232017,21,1879.100624
0.190889,16,1883.23425
0.160182,14,1886.474491
0.291294,22,1891.888269
0.197495,18,1896.24753
0.21565,19,1900.624588
0.232774,16,1904.732192
0.118393,19,1909.168338
0.199033,40,1919.805243
0.183043,28,1940.560549
0.272613,23,1946.768433
0.271907,21,1951.92914
0.117583,23,1958.783922
0.47444,44,1971.182683
0.073244,13,1974.167061
0.479611,43,1985.316971
0.318571,26,1992.643709
0.026691,20,1997.918792
0.234651,14,2001.87532
0.16875,24,2007.214789
-0.00626,17,2010.988622
0.204399,14,2015.728424
0.240153,20,2021.06399
0.571788,45,2033.129492
0.086412,16,2036.704979
0.328032,20,2041.711147
0.238387,26,2047.759474
0.014141,16,2051.836438
0.147711,17,2056.220197
0.465641,31,2063.357648
0.166807,21,2080.512079
0.113006,13,2083.751506
0.26113,27,2090.641739
0.070873,15,2094.567049
0.27145,48,2109.414903
0.126576,11,2112.103194
-0.026211,22,2117.108592
0.287861,20,2121.660297
0.264777,24,2127.983918
0.044855,16,2132.397383
0.148038,18,2136.636458
0.149609,16,2140.483501
0.148065,30,2149.443208
0.239858,18,2154.643518
0.225976,37,2164.024968
0.26042,16,2168.520428
0.111935,17,2174.112889
0.2679,18,2179.153646
0.123421,20,2183.883521
0.316133,36,2192.567316
0.256792,25,2199.336319
0.488937,34,2207.146801
0.091038,14,2213.23598
0.519797,43,2235.514358
0.241484,21,2244.682558
0.065087,18,2255.334255
0.491917,30,2262.765746
0.121113,20,2267.53281
0.210674,20,2273.242981
0.22074,18,2277.574795
0.337877,31,2285.165067
0.095851,20,2289.685632
0.206653,16,2294.805301
0.328391,31,2301.54515
0.064328,17,2305.235581
0.360402,38,2313.524801
0.433441,31,2320.229956
0.134039,14,2323.264637
0.184227,14,2326.324352
0.154139,13,2329.189832
0.203992,42,2338.22364
0.077496,12,2340.820432
0.061458,15,2344.036579
0.185409,19,2348.140166
0.085687,23,2353.149934
0.282922,21,2369.889632
0.290622,20,2374.186423
0.332095,18,2378.066011
0.127506,17,2381.689547
0.211892,18,2385.587542
0.564096,28,2391.725976
0.444322,31,2398.485019
0.216201,21,2402.963583
0.144501,35,2410.48996
0.083715,16,2413.933578
0.034637,10,2416.088164
0.274981,32,2423.00249
0.450732,28,2429.028879
0.299905,20,2433.333231
0.17903,17,2436.990749
0.297228,27,2444.283695
0.299692,22,2449.786406
0.114337,22,2454.749496
-0.028244,20,2459.607594
0.117243,19,2463.814409
0.130328,17,2467.681186
0.051218,14,2470.773007
0.19301,21,2475.41395
0.316558,18,2479.369697
0.276586,30,2498.473704
0.206631,26,2504.523554
0.327796,25,2510.230522
0.164934,16,2514.021419
0.083832,12,2516.802907
0.392372,26,2522.592925
0.116792,17,2526.31904
0.396037,28,2532.459541
0.411124,28,2544.041827
0.314343,27,2550.907294
0.422325,31,2557.669505
0.009211,15,2560.969804
0.147191,15,2564.258987
0.244192,21,2568.873671
0.263767,28,2575.248858
0.239536,29,2581.771034
0.299752,21,2586.418812
0.23993,23,2591.388398
0.244123,34,2598.774896
0.348315,24,2605.661828
0.227606,17,2609.35615
0.215734,25,2614.790985
0.108828,20,2631.474581
0.391896,43,2641.671309
0.234304,22,2646.694857
0.309577,23,2651.710038
