#{"t_start": 1636082594.8580806, "env_id": "A1GymEnv-v0"}
r,l,t
-0.081675,17,11.151524
0.016053,45,22.096654
-0.259995,26,28.061656
0.280563,81,46.645922
-0.178062,30,53.38282
-0.100127,15,56.829541
-0.210152,38,66.547436
0.011308,53,79.357757
-0.535586,42,90.513381
0.068169,31,99.08036
-0.046505,28,105.975987
-0.129786,68,124.854582
-0.101495,16,128.96576
-0.119454,42,152.285791
-0.299463,25,158.655279
-0.29013,35,167.268521
-0.294531,41,253.065715
-0.127454,37,261.539384
-0.092453,30,268.772257
-0.122556,27,276.093168
-0.112933,39,285.941856
-0.094615,19,290.720248
-0.172558,33,299.681766
0.611595,52,313.151983
-0.199281,20,317.88605
-0.05195,15,321.371196
0.010746,16,325.160195
-0.035256,37,335.032339
0.236747,27,341.673428
-0.093286,38,350.966518
-0.080597,17,376.639295
0.060076,17,383.361649
-0.014416,19,388.325356
0.109919,30,395.601725
-0.142884,16,399.396749
0.123709,22,404.760144
0.008209,41,414.249959
0.120024,53,426.608864
0.27717,28,518.086203
-0.068369,17,522.161614
0.012466,47,533.771911
-0.325493,40,544.003729
0.053902,12,547.966579
0.070864,21,553.026829
-0.013087,26,559.066523
0.200279,23,564.813279
-0.082371,17,569.406201
-0.061904,19,574.960644
0.079824,16,578.730534
0.08063,71,609.177228
0.07597,13,612.321805
-0.046179,43,622.517896
-0.019347,53,635.928157
0.154416,50,649.441658
0.189127,24,655.478354
0.10611,24,661.12936
0.055535,18,665.634866
0.04644,11,668.636711
0.003242,16,672.423204
-0.158448,32,680.068489
0.092152,15,683.822916
-0.000752,36,765.960446
-0.093784,62,781.246958
0.157149,62,796.633819
0.028563,38,824.569638
-0.108687,25,830.687562
0.11205,31,841.066582
0.532415,53,854.589642
0.038084,15,858.335204
0.019876,16,865.296865
-0.050924,14,869.778495
0.178043,16,874.750983
0.036661,17,878.771292
0.125349,18,883.306464
0.217787,21,891.081926
0.126399,20,896.522311
0.062787,26,903.706933
0.031678,42,914.628781
0.177767,29,921.9721
0.07001,19,928.23218
0.006396,33,942.710081
-0.197214,49,958.152231
0.150118,24,964.589465
0.334228,41,989.591317
0.140669,14,993.388099
0.056949,34,1002.951727
0.117329,15,1006.849964
0.055259,13,1010.569808
0.09474,16,1014.740916
0.044857,15,1018.533842
0.075878,12,1021.844523
0.141819,32,1030.691711
0.067361,16,1034.574587
0.235712,23,1040.407188
0.1785,15,1044.636007
0.036956,12,1047.748811
-0.228316,47,1061.064355
0.244157,48,1075.199466
0.105094,14,1080.251301
0.154141,14,1085.187382
0.226856,18,1090.05375
0.113568,37,1100.920567
-0.051082,24,1109.295749
-0.024371,43,1122.41174
0.032386,16,1127.121265
0.214801,23,1148.347098
0.087525,13,1151.484636
-0.264684,28,1159.253385
0.174479,28,1168.614682
0.1081,15,1172.544405
0.036596,12,1175.69626
0.043095,13,1179.827224
-0.255514,38,1196.636541
0.289959,26,1209.200499
0.324272,21,1215.986636
0.115634,24,1222.553398
0.063519,18,1226.587757
0.136238,13,1229.824258
0.290133,36,1250.376827
-0.09392,11,1254.404965
0.011322,15,1259.162996
0.142732,17,1268.222348
-0.04409,25,1276.201434
-0.162687,36,1286.708166
0.409813,29,1294.951584
0.098267,23,1300.291995
0.15982,20,1304.891922
0.324128,22,1310.44142
0.150083,19,1319.345002
0.104258,15,1336.445313
0.098265,36,1345.633303
-0.021185,13,1348.662585
0.229269,42,1358.484351
0.181672,27,1364.680298
0.069669,29,1371.356323
0.145127,15,1376.025302
0.087834,32,1385.187414
0.339803,21,1391.349785
0.144683,22,1396.40619
0.034699,15,1400.175514
0.01324,13,1403.285112
0.328872,20,1407.887858
0.06715,24,1414.896033
0.064968,36,1424.97016
0.099427,13,1428.737653
0.132467,16,1432.907217
0.228144,17,1437.070345
0.144196,15,1440.936807
0.229393,20,1446.837429
0.275087,43,1461.927061
-0.09298,26,1468.504806
0.164728,25,1490.737136
0.063297,39,1499.90266
0.269587,30,1506.938598
0.06645,16,1510.442799
0.175562,16,1513.975364
0.106927,12,1516.762651
0.127255,21,1522.903427
0.119556,23,1528.779882
0.011518,10,1531.305718
0.197659,17,1535.968015
0.299747,25,1542.419231
0.193215,32,1551.437447
0.238601,23,1558.369746
0.102807,28,1564.757008
0.241881,16,1568.363773
0.242147,25,1573.992979
0.171315,22,1578.932196
0.083169,14,1582.031871
0.258885,38,1590.270611
0.199545,23,1595.243123
0.198576,20,1599.624892
0.077363,12,1602.304859
0.292864,21,1606.909148
0.157725,21,1623.446314
0.165693,23,1628.465168
0.322871,22,1633.335178
0.217395,15,1636.603065
0.249026,19,1640.731261
