#{"t_start": 1633928927.3882635, "env_id": "A1GymEnv-v0"}
r,l,t
-0.103471,87,13.335776
-0.072469,62,15.903158
-0.097526,284,27.640279
-0.153696,80,79.941715
-0.119027,89,83.605428
-0.011081,96,147.461584
-0.021533,26,148.562441
0.022157,131,154.158824
-0.003403,191,214.876594
-0.169064,151,221.232349
0.0097,190,290.210163
-0.045022,417,357.918338
-0.137674,272,477.541452
0.010731,52,479.61626
-0.013289,161,486.282689
0.046001,126,491.297669
0.066785,286,571.606274
0.027066,53,573.781934
-0.01113,33,575.220028
0.028158,35,576.682913
0.276485,372,688.78545
0.084814,150,695.071438
-0.038312,117,699.932038
0.113967,195,760.235917
0.033362,65,762.985972
0.212698,244,802.863477
0.060006,238,864.9563
0.099749,239,882.090679
-0.010861,97,885.978613
0.02638,66,888.616451
0.069393,184,950.216171
0.106632,90,954.043928
0.051422,105,958.530227
0.183504,343,1028.730561
-0.006716,71,1031.805046
0.056232,276,1100.382266
0.02542,238,1110.344115
-0.036893,107,1114.996113
0.079319,121,1120.161469
0.037192,50,1172.923258
0.36614,379,1192.223491
0.165415,85,1195.770696
0.216198,167,1253.931737
0.065862,238,1268.874521
-0.029164,63,1271.508714
0.335772,380,1344.030544
0.040535,132,1349.503335
0.124864,84,1404.902714
0.021729,109,1409.449803
0.017579,52,1411.62434
0.151045,77,1414.850983
0.213424,270,1481.682388
0.065727,83,1485.113487
0.17377,104,1489.445112
0.270464,227,1498.944732
0.163567,116,1559.873515
0.319688,168,1566.887359
0.32648,231,1576.516893
0.277894,155,1634.217799
0.061991,68,1639.554549
0.169409,94,1643.463443
0.678032,378,1709.158324
0.273422,125,1714.051872
0.426506,256,1739.043991
0.057494,42,1790.340974
0.128154,211,1798.919138
0.036247,56,1801.187963
0.221622,118,1862.949875
0.25695,128,1919.509241
0.221061,134,1925.015285
0.311816,313,1937.88191
0.067434,57,1995.064664
0.338096,208,2004.109535
0.137799,84,2007.708204
0.574101,248,2068.736993
0.066479,85,2074.796033
0.088555,52,2076.924121
0.11759,65,2079.567811
0.391387,345,2143.083678
0.235045,129,2151.025633
0.242834,105,2155.272301
0.117815,86,2158.745615
0.333699,301,2221.928579
0.285237,100,2226.01625
0.285863,84,2234.976215
0.122258,163,2290.892133
0.486567,300,2303.108888
0.068709,39,2304.68777
0.436173,137,2313.192297
0.382992,167,2370.620696
0.178643,101,2374.715973
0.245595,102,2378.843388
-0.016034,77,2381.961105
0.498939,193,2456.588731
0.349664,153,2462.898154
0.110726,102,2467.064492
0.059736,40,2468.713821
0.069887,92,2472.501901
0.689354,361,2549.800221
0.769825,284,2610.31033
0.372129,190,2655.965449
0.376855,183,2663.436461
0.837537,404,2746.290398
0.174948,229,2804.122467
0.499616,242,2814.096386
0.389052,196,2887.169325
0.663097,324,2900.551221
1.005607,509,2990.628594
1.123088,591,3079.298501
0.237533,95,3130.539563
0.214334,85,3134.014212
0.24758,106,3138.359368
1.216518,465,3235.506022
1.10919,496,3324.888058
0.421861,217,3333.477301
0.319298,173,3387.374204
0.093485,44,3399.75844
0.274238,175,3406.894148
0.453467,151,3413.028665
1.21198,544,3498.015855
2.329734,827,4003.843158
0.392237,232,4019.757307
0.635087,206,4083.762549
0.714408,257,4094.498698
0.657652,230,4168.221032
0.528137,205,4176.546497
0.184865,80,4179.80224
0.783332,248,4257.099984
0.482004,210,4265.729294
1.995493,940,4455.783529
1.876568,616,4556.91951
1.074435,338,4658.834734
0.872906,305,4721.066173
1.007153,443,4793.262392
2.38858,729,4959.237823
1.234658,361,5063.825268
0.381427,157,5069.938654
4.978587,1391,5355.291217
0.382703,101,5399.203652
0.240516,131,5404.571005
0.490284,213,5413.366277
0.554843,167,5470.782844
0.816093,209,5493.699187
0.725094,266,5551.447155
0.264709,88,5554.971227
0.350368,127,5560.104473
1.444476,472,5644.918917
0.399101,371,5737.713483
1.634556,357,5752.305622
4.318054,1044,5906.859301
0.790872,235,5965.592593
4.376242,974,6157.279443
1.064245,631,6355.305957
4.229296,883,6547.107073
2.98934,609,6681.03881
6.344403,1440,7086.124366
11.21314,1474,7421.42337
0.994123,168,7428.532608
1.863309,367,7562.880175
13.258506,1739,7996.435891
20.841287,2000,8474.051635
0.334254,107,8478.96523
1.612385,300,8636.889408
0.393276,90,8641.063668
5.715077,997,8850.478498
0.462784,115,8855.261847
1.617297,274,8980.887975
11.013061,1313,9255.962314
6.471747,795,9452.144908
1.819915,266,9524.954883
4.589164,720,9706.668233
10.931073,1261,9964.902491
1.883143,241,10024.075253
20.321346,2000,10472.809246
20.987816,1720,10852.200341
24.167313,2000,11302.582767
21.608592,2000,11768.771572
22.961323,2000,12199.493702
25.445416,2000,12608.203062
26.290412,2000,12966.490201
0.059179,40,13016.177074
25.4031,2000,13359.371668
26.919835,2000,13859.489163
21.889862,1681,14260.64693
11.683847,909,14427.631711
11.472048,910,14603.829547
3.045657,379,14714.993795
27.154923,2000,15117.487751
8.251145,705,15242.871078
27.351508,2000,15656.518196
28.57897,2000,16101.593376
27.702002,2000,16495.049909
18.156156,1211,16735.516197
25.184529,1780,17079.934637
28.278588,1952,17417.426459
30.144915,2000,17722.146634
28.434347,2000,18059.975739
0.458064,96,18115.547159
28.793968,2000,18416.266932
28.244779,1939,18748.747075
27.970519,2000,19103.331556
15.999745,1089,19275.27414
29.432391,2000,19599.702942
25.486563,2000,19929.043314
30.621713,2000,20246.903714
15.956835,1153,20420.126062
0.548051,99,20424.15322
12.720038,898,20590.765991
12.593791,886,20743.664772
29.53421,2000,21063.546986
27.880591,1763,21357.758708
10.020638,683,21500.447363
24.955732,1741,21769.217941
12.527026,866,21922.563289
25.179394,1614,22195.754363
29.612356,2000,22522.048169
29.915195,2000,22906.466672
11.362161,827,23027.162131
5.421989,402,23096.315655
13.002694,899,23292.900429
31.029565,1973,23631.718734
22.667978,1527,23906.609685
27.772893,1965,24249.782648
