#{"t_start": 1632997272.262839, "env_id": "A1GymEnv-v0"}
r,l,t
-0.106741,248,16.175169
-0.029182,65,18.877107
-0.076876,168,25.731917
-0.000576,112,78.137665
-0.369438,690,267.734586
0.004812,326,327.636124
0.056568,176,334.773396
-0.069899,106,392.048909
-0.073781,59,394.454256
0.021234,51,396.491855
-0.212051,729,580.568113
-0.085085,111,585.124776
-0.118968,243,643.947383
-0.051829,358,714.396532
0.115329,195,770.281498
-0.082261,272,782.298209
0.044219,157,788.689953
0.012524,36,840.361298
0.19958,391,859.069171
-0.041766,402,930.660704
0.079296,144,938.370019
0.07306,100,997.849298
0.143759,92,1001.961385
0.221645,246,1012.909643
0.03698,104,1017.489766
0.11625,86,1075.917893
0.177427,222,1085.422952
0.133399,139,1091.37458
-0.058261,282,1154.820115
0.001521,160,1161.628842
-0.049521,190,1221.466033
0.091192,99,1225.713898
0.129235,100,1229.961711
0.244154,207,1240.035922
-0.001681,132,1299.500083
0.101425,141,1305.502873
0.273724,254,1317.623848
0.113954,100,1374.566814
0.257672,120,1379.685345
0.216238,235,1389.474779
0.158556,201,1452.264343
0.173672,79,1455.713075
0.111937,104,1460.184843
0.135647,214,1469.313535
0.158332,116,1527.133013
0.133392,58,1529.548821
0.231426,200,1537.800516
0.172095,150,1544.199215
0.085208,64,1600.116209
0.085609,61,1602.705229
0.125583,74,1605.85637
0.09961,72,1610.410243
0.110138,62,1613.018556
0.048983,50,1615.17745
0.076251,55,1617.495077
0.123104,49,1619.576251
0.071913,45,1621.521554
0.161357,82,1677.630872
0.146629,159,1684.431288
0.132637,98,1690.124212
0.0496,33,1691.518847
0.023032,29,1692.745921
0.090141,44,1694.64938
0.198076,130,1755.27854
0.121567,99,1759.540112
0.170651,152,1766.015116
0.112001,84,1769.635172
0.115257,54,1773.499152
0.12434,99,1830.470404
0.047505,45,1832.430053
0.118164,48,1834.405301
0.161927,288,1846.54492
0.116064,81,1850.022867
0.215052,148,1906.099148
0.113012,119,1911.178187
0.097306,48,1913.240618
0.094444,48,1915.26165
0.10425,68,1918.168147
0.136621,57,1920.576793
0.090376,83,1977.28187
0.188863,199,1987.876817
0.056518,220,1997.222532
0.133869,62,1999.893371
0.094604,120,2059.403489
0.104202,77,2062.715018
0.032784,35,2065.868403
0.247676,174,2073.287158
0.143367,59,2075.679754
0.226387,108,2130.296095
0.159627,98,2134.281471
0.242937,153,2140.45108
0.134034,82,2145.540009
0.10269,130,2202.855221
0.030586,194,2211.057288
0.161282,59,2213.513091
0.116822,80,2216.904848
0.158499,81,2220.364704
0.193423,79,2225.437996
0.107545,49,2278.898265
0.07642,56,2281.307054
0.072022,62,2283.892715
0.186629,93,2287.75238
0.108208,48,2289.676725
0.119943,62,2292.240204
0.079585,336,2358.282143
0.106368,55,2360.635585
0.085663,42,2362.385502
0.080053,42,2364.060544
0.136333,63,2366.612949
0.215724,113,2371.173852
0.221257,116,2426.433088
0.423688,406,2445.237646
0.127908,64,2496.798126
0.312336,369,2514.051661
0.164052,85,2517.70207
0.114046,83,2573.053666
0.299313,215,2582.051889
0.096823,75,2585.226086
0.141442,89,2590.726629
0.171822,86,2646.356143
0.32001,371,2662.090129
0.154069,82,2665.568097
0.200883,156,2725.493995
0.154124,61,2728.090291
0.137555,62,2730.703277
0.134126,56,2733.064801
0.113798,65,2735.76366
0.131534,62,2738.315182
0.155056,90,2795.211812
0.151746,84,2800.338363
0.133468,62,2802.928366
0.118426,98,2807.026418
0.19226,87,2810.685831
0.21852,162,2817.520326
0.13421,70,2872.422207
0.168189,84,2875.975899
0.106905,50,2878.103352
0.246301,101,2884.315962
0.026609,34,2885.736871
0.1172,79,2889.034001
0.337378,141,2946.352257
0.101876,84,2949.849351
0.392673,268,2963.29752
0.321203,230,3026.086189
0.128854,68,3029.170215
0.401231,296,3044.668748
0.167768,72,3102.222635
0.157,74,3105.50306
0.244457,112,3110.43815
0.424491,215,3119.939836
0.183513,72,3123.084928
0.210691,102,3183.377563
0.378187,266,3194.615694
0.441094,173,3255.754888
0.04038,209,3267.19689
0.247509,126,3272.366761
0.262825,118,3277.400966
0.549927,288,3341.376024
0.181043,73,3347.217909
0.491567,423,3420.141746
0.215778,162,3430.242547
0.157875,94,3434.270311
0.488135,322,3501.01901
0.312107,169,3508.196283
0.268207,135,3571.048087
0.600425,314,3585.039545
0.227553,127,3647.770191
0.240816,98,3659.532821
0.58329,284,3671.855613
0.569604,208,3734.258718
0.203147,158,3747.756684
0.253135,147,3754.024587
0.251867,99,3758.195627
0.491606,319,3832.660874
0.307412,119,3837.928515
0.382341,159,3899.355316
0.271862,138,3905.399859
0.558505,363,3983.660018
0.439523,190,3992.055081
0.771126,393,4071.40361
0.893601,433,4146.075728
1.144605,523,4239.172652
0.400683,154,4245.920839
0.634271,309,4320.37302
0.452975,158,4327.210544
1.572566,859,4489.373226
0.477905,251,4500.181614
0.873355,362,4598.559563
0.346845,204,4607.511498
0.595924,243,4673.031599
1.782957,709,4766.709039
0.672615,271,4877.009576
1.928865,695,4975.312962
0.598236,357,5060.703191
0.698599,261,5072.568918
0.946103,388,5179.483832
0.877146,355,5253.193115
1.778151,564,5353.288456
1.098801,420,5395.27286
0.727514,382,5467.622982
1.102841,418,5562.616174
0.861387,326,5683.469336
0.569503,216,5692.960854
0.302778,186,5701.141606
0.572916,239,5816.470986
5.076081,1641,6136.309053
0.217896,81,6139.913449
1.294909,406,6241.225621
0.946444,342,6311.728652
0.386443,130,6356.069303
0.474141,215,6365.226501
1.531824,417,6457.324902
2.51295,740,6597.882977
8.881569,1940,6931.307261
1.139001,313,6999.891032
0.832754,243,7125.557775
1.378998,435,7204.780923
1.905471,496,7284.357282
1.609349,486,7430.343348
7.426851,1608,7796.13687
3.096915,786,8007.992796
3.834123,870,8218.087359
1.747781,440,8361.394773
3.925156,957,8587.247557
6.238919,1356,8933.660678
1.750038,436,9010.925288
2.244749,515,9160.767441
6.534426,1337,9523.549252
12.508657,2000,10036.389805
11.088672,1692,10469.372326
12.766495,2000,11026.747266
16.509991,2000,11536.068097
18.004149,1938,11981.065669
1.765585,311,12049.914269
19.027483,2000,12622.151609
5.94355,877,12819.412234
5.318951,808,12970.190484
21.159389,2000,13461.459431
3.565044,530,13604.477316
21.780108,2000,14104.460294
9.849318,1146,14390.805826
22.49085,2000,14942.857429
21.912929,2000,15443.395517
22.534231,2000,15939.429849
24.961901,2000,16438.456113
6.481511,680,16589.647208
22.897267,1901,17080.632537
24.348765,1979,17565.939451
24.541326,1983,18120.15632
23.347031,1960,18539.365698
11.797257,1120,18853.393424
25.437571,2000,19311.635838
25.355768,2000,19730.628009
25.023859,1963,20213.42729
26.088564,2000,20701.232733
26.231482,2000,21160.259674
26.253924,2000,21662.918759
18.178509,1405,21980.673632
22.278021,1704,22371.569717
26.103928,1963,22822.43128
26.50781,1985,23278.009055
1.694721,309,23291.146931
21.978582,1613,23757.192182
7.360954,675,23905.026684
26.807661,1951,24383.838103
24.216571,1803,24770.922971
24.433435,1726,25199.560572
26.600741,1984,25577.760457
25.395753,1893,25994.340189
22.788827,1711,26360.096431
22.259708,1604,26722.461395
20.231487,1467,29509.636598
