#{"t_start": 1634014440.2808976, "env_id": "AliengoGymEnv-v0"}
r,l,t
-0.154447,100,4.2693
-0.366341,153,9.892731
-0.104639,88,13.104757
-0.162218,138,17.970023
-0.146938,95,29.001187
-0.099001,103,60.659693
-0.115999,122,65.046608
-0.152998,75,67.804065
-0.058669,36,69.114469
-0.057872,131,81.663623
0.082702,122,86.100423
-0.096479,153,119.48156
-0.099773,82,122.411994
-0.081988,80,125.310636
-0.036876,34,126.508288
0.016481,86,137.302074
-0.078502,110,141.448034
0.02064,127,146.17908
-0.090222,86,175.543771
-0.135752,211,191.063691
0.195709,147,196.626602
