#{"t_start": 1634014438.6526394, "env_id": "AliengoGymEnv-v0"}
r,l,t
-0.227594,122,6.675168
-0.224851,144,11.975565
-0.284188,100,15.58527
-0.20553,106,19.324472
-0.059505,110,30.908351
-0.040392,55,60.856802
-0.158749,99,64.355788
-0.112725,80,67.277385
-0.053791,138,72.299249
-0.101723,53,74.257416
-0.293896,176,88.431158
-0.072779,169,122.351425
0.144186,144,127.542394
-0.090928,98,138.737956
-0.102972,157,144.656805
-0.070935,115,148.948213
-0.006667,350,195.841072
-0.036212,92,199.296321
