#{"t_start": 1634014439.5358653, "env_id": "AliengoGymEnv-v0"}
r,l,t
-0.106614,48,3.129838
-0.139426,87,6.279793
-0.360275,182,12.972755
-0.073534,42,14.47248
-0.102419,75,17.085488
-0.115116,73,19.689051
-0.169103,92,30.737656
-0.16736,95,62.001372
-0.15398,80,64.874653
-0.280426,207,72.406538
-0.122623,74,82.910724
0.076652,170,89.137605
-0.065557,184,123.550638
-0.083188,89,126.741044
-0.043023,190,141.438528
0.079297,108,145.452789
-0.123819,229,180.003417
0.042429,207,195.555774
0.004371,74,198.355657
